Time (Sec);S11;S12;S14;S26;S3;S38;S4;S5;S8;S40;S41;S42;S46;S47;S48;S53;S54;
0.0;1000.0;1000.0;999.9999;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;999.9999;1000.0;1000.0;1000.0;999.9999;1000.0;
0.9999999999999999;997.4399999999994;999.7759;999.3599;998.8799;996.8959999999995;999.7759;997.1679999999994;999.7839;999.7839;999.7759;999.7759;999.3599;999.7759;999.7759;998.8799;999.3599;998.8799;
1.0000042373168263;997.4399999999994;999.7759;999.3598000000001;998.8799;996.8959999999995;999.7759;997.1679999999994;999.7839;999.7839;999.7759;999.7759;999.3599;999.7759;999.7759;998.8799;999.3599;998.8799;
1.0000042373168263;997.4399999999994;999.7759;998.1598;998.8799;996.8959999999995;999.7759;997.1679999999994;999.7839;999.7839;999.7759;999.7759;999.3599;999.7759;999.7759;998.8799;999.3599;998.8799;
1.000021887078034;997.4399999999994;999.7759;998.1598;998.8799;996.8959999999995;999.7759;997.1679999999994;999.7839;999.7839;999.7759;999.7759;999.3598000000001;999.7759;999.7759;998.8799;999.3599;998.8799;
1.000021887078034;997.4399999999994;999.7759;998.1598;998.8799;996.8959999999995;999.7759;997.1679999999994;999.7839;999.7839;999.7759;999.7759;998.1598;999.7759;999.7759;998.8799;999.3599;998.8799;
1.0000364858291118;997.4399999999994;999.7759;998.1598;998.8799;996.8959999999995;999.7759;997.1679999999994;999.7839;999.7839;999.7759;999.7759;998.1598;999.7759;999.7759;998.8799;999.3598000000001;998.8799;
1.0000364858291118;997.4399999999994;999.7759;998.1598;998.8799;996.8959999999995;999.7759;997.1679999999994;999.7839;999.7839;999.7759;999.7759;998.1598;999.7759;999.7759;998.8799;998.1598;998.8799;
1.0260175706501595;997.1999999999994;999.7759;998.1598;998.8799;996.8959999999995;999.7759;997.1679999999994;999.7839;999.7839;999.7759;999.7759;998.1598;999.7759;999.7759;998.8799;998.1598;998.8799;
1.0260175706501595;996.9599999999994;999.7759;998.1598;998.8799;996.8959999999995;999.7759;997.1679999999994;999.7839;999.7839;999.7759;999.7759;998.1598;999.7759;999.7759;998.8799;998.1598;998.8799;
1.0260352204113672;996.7199999999993;999.7759;998.1598;998.8799;996.8959999999995;999.7759;997.1679999999994;999.7839;999.7839;999.7759;999.7759;998.1598;999.7759;999.7759;998.8799;998.1598;998.8799;
1.9999999999999996;994.207999999999;999.5518;998.1598;997.7598;993.7599999999989;999.5518;993.9839999999989;999.5598;999.5598;999.5518;999.5518;998.1598;999.5518;999.5518;997.7598;998.1598;997.7598;
2.000009099047557;994.207999999999;999.5518;998.1597;997.7598;993.7599999999989;999.5518;993.9839999999989;999.5598;999.5598;999.5518;999.5518;998.1598;999.5518;999.5518;997.7598;998.1598;997.7598;
2.000009099047557;994.207999999999;999.5518;996.9997000000001;997.7598;993.7599999999989;999.5518;993.9839999999989;999.5598;999.5598;999.5518;999.5518;998.1598;999.5518;999.5518;997.7598;998.1598;997.7598;
2.0000258880350663;994.207999999999;999.5518;996.9997000000001;997.7598;993.7599999999989;999.5518;993.9839999999989;999.5598;999.5598;999.5518;999.5518;998.1598;999.5518;999.5518;997.7598;998.1597;997.7598;
2.0000258880350663;994.207999999999;999.5518;996.9997000000001;997.7598;993.7599999999989;999.5518;993.9839999999989;999.5598;999.5598;999.5518;999.5518;998.1598;999.5518;999.5518;997.7598;996.9997000000001;997.7598;
2.000026929128639;994.207999999999;999.5518;996.9997000000001;997.7598;993.7599999999989;999.5518;993.9839999999989;999.5598;999.5598;999.5518;999.5518;998.1597;999.5518;999.5518;997.7598;996.9997000000001;997.7598;
2.000026929128639;994.207999999999;999.5518;996.9997000000001;997.7598;993.7599999999989;999.5518;993.9839999999989;999.5598;999.5598;999.5518;999.5518;996.9997000000001;999.5518;999.5518;997.7598;996.9997000000001;997.7598;
2.024933099047557;993.975999999999;999.5518;996.9997000000001;997.7598;993.7599999999989;999.5518;993.9839999999989;999.5598;999.5598;999.5518;999.5518;996.9997000000001;999.5518;999.5518;997.7598;996.9997000000001;997.7598;
2.024933099047557;993.743999999999;999.5518;996.9997000000001;997.7598;993.7599999999989;999.5518;993.9839999999989;999.5598;999.5598;999.5518;999.5518;996.9997000000001;999.5518;999.5518;997.7598;996.9997000000001;997.7598;
2.0249498880350663;993.511999999999;999.5518;996.9997000000001;997.7598;993.7599999999989;999.5518;993.9839999999989;999.5598;999.5598;999.5518;999.5518;996.9997000000001;999.5518;999.5518;997.7598;996.9997000000001;997.7598;
2.9999999999999982;991.087999999999;999.3357;996.9997000000001;996.6797;990.7039999999986;999.3357;990.8959999999988;999.3357;999.3357;999.3357;999.3357;996.9997000000001;999.3357;999.3357;996.6797;996.9997000000001;996.6797;
3.000013960778287;991.087999999999;999.3357;996.9996000000001;996.6797;990.7039999999986;999.3357;990.8959999999988;999.3357;999.3357;999.3357;999.3357;996.9997000000001;999.3357;999.3357;996.6797;996.9997000000001;996.6797;
