Time (Sec);S11;S12;S14;S26;S3;S38;S4;S40;S41;S42;S46;S47;S48;S5;S52;S8;
0.0;1000.0;999.9999;999.9999;999.9999;1000.0;999.9999;1000.0;999.9999;999.9999;999.9999;999.9999;999.9999;999.9999;999.9999;999.9999;999.9999;
1.0;999.3840000000002;999.9119000000001;999.5599;999.5599;999.2960000000003;999.9119000000001;999.8240000000001;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
2.0;999.2960000000003;999.9119000000001;999.5599;999.5599;999.2080000000003;999.9119000000001;999.6480000000001;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
3.0;999.2080000000003;999.9119000000001;999.5599;999.5599;999.1200000000003;999.9119000000001;999.4720000000002;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
3.0053190447439455;999.2080000000003;999.9119000000001;999.5599;999.5599;999.1200000000003;999.9119000000001;999.4720000000002;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
4.0;999.1200000000003;999.9119000000001;999.5599;999.5599;999.0320000000004;999.9119000000001;999.2960000000003;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
4.999999999999999;999.0320000000004;999.9119000000001;999.5599;999.5599;998.9440000000004;999.9119000000001;999.1200000000003;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
5.005334049464003;999.0320000000004;999.9119000000001;999.5599;999.5599;998.9440000000004;999.9119000000001;999.1200000000003;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
5.999999999999998;998.9440000000004;999.9119000000001;999.5599;999.5599;998.8560000000004;999.9119000000001;998.9440000000004;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
6.999999999999997;998.9440000000004;999.9119000000001;999.5599;999.5599;998.7680000000005;999.9119000000001;998.8560000000004;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
7.00534905418406;998.9440000000004;999.9119000000001;999.5599;999.5599;998.7680000000005;999.9119000000001;998.8560000000004;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
7.999999999999997;998.9440000000004;999.9119000000001;999.5599;999.5599;998.7680000000005;999.9119000000001;998.8560000000004;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
8.999999999999996;998.9440000000004;999.9119000000001;999.5599;999.5599;998.7680000000005;999.9119000000001;998.8560000000004;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
9.999999999999996;998.9440000000004;999.9119000000001;999.5599;999.5599;998.7680000000005;999.9119000000001;998.8560000000004;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
10.999999999999996;998.9440000000004;999.9119000000001;999.5599;999.5599;998.7680000000005;999.9119000000001;998.8560000000004;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
11.999999999999996;998.9440000000004;999.9119000000001;999.5599;999.5599;998.7680000000005;999.9119000000001;998.8560000000004;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
12.999999999999996;998.9440000000004;999.9119000000001;999.5599;999.5599;998.7680000000005;999.9119000000001;998.8560000000004;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
13.999999999999996;998.9440000000004;999.9119000000001;999.5599;999.5599;998.7680000000005;999.9119000000001;998.8560000000004;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
14.999999999999996;998.9440000000004;999.9119000000001;999.5599;999.5599;998.7680000000005;999.9119000000001;998.8560000000004;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
15.999999999999996;998.9440000000004;999.9119000000001;999.5599;999.5599;998.7680000000005;999.9119000000001;998.8560000000004;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
16.999999999999996;998.9440000000004;999.9119000000001;999.5599;999.5599;998.7680000000005;999.9119000000001;998.8560000000004;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
17.999999999999996;998.9440000000004;999.9119000000001;999.5599;999.5599;998.7680000000005;999.9119000000001;998.8560000000004;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
18.999999999999996;998.9440000000004;999.9119000000001;999.5599;999.5599;998.7680000000005;999.9119000000001;998.8560000000004;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
19.999999999999996;998.9440000000004;999.9119000000001;999.5599;999.5599;998.7680000000005;999.9119000000001;998.8560000000004;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
20.999999999999996;998.9440000000004;999.9119000000001;999.5599;999.5599;998.7680000000005;999.9119000000001;998.8560000000004;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
21.999999999999996;998.9440000000004;999.9119000000001;999.5599;999.5599;998.7680000000005;999.9119000000001;998.8560000000004;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
22.999999999999996;998.9440000000004;999.9119000000001;999.5599;999.5599;998.7680000000005;999.9119000000001;998.8560000000004;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
23.999999999999996;998.9440000000004;999.9119000000001;999.5599;999.5599;998.7680000000005;999.9119000000001;998.8560000000004;999.9119000000001;999.3839;999.5599;999.3839;999.3839;999.5599;999.3839;999.3839;999.7359;
