timestamp,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16
2021-05-09 04:15:00,0.14959999999916818,0.17619999999988067,0.44010000000002947,0.1407999999992171,0.44010000000002947,0.1407999999992171,0.44010000000002947,0.17619999999988067,0.17619999999988067,0.44010000000002947,0.44010000000002947,0.44010000000002947,0.44010000000002947,0.44010000000002947,0.5281999999999698,0.44010000000002947
2021-05-09 04:16:00,0.4223999999976513,0.528599999999642,0.8802000000000589,0.3167999999982385,0.8802000000000589,0.3695999999979449,0.8802000000000589,0.528599999999642,0.528599999999642,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.8802000000000589,1.5845999999999094,0.8802000000000589
2021-05-09 04:17:00,0.4223999999976513,0.528599999999642,0.8802000000000589,0.3167999999982385,0.8802000000000589,0.3695999999979449,0.8802000000000589,0.528599999999642,0.528599999999642,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.8802000000000589,1.5845999999999094,0.8802000000000589
2021-05-09 04:18:00,0.4223999999976513,0.528599999999642,0.8802000000000589,0.3167999999982385,0.8802000000000589,0.3695999999979449,0.8802000000000589,0.528599999999642,0.528599999999642,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.8802000000000589,1.5845999999999094,0.8802000000000589
2021-05-09 04:19:00,0.4223999999976513,0.528599999999642,0.8802000000000589,0.3167999999982385,0.8802000000000589,0.3695999999979449,0.8802000000000589,0.528599999999642,0.528599999999642,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.8802000000000589,1.5845999999999094,0.8802000000000589
2021-05-09 04:20:00,0.4223999999976513,0.528599999999642,0.8802000000000589,0.3167999999982385,0.8802000000000589,0.3695999999979449,0.8802000000000589,0.528599999999642,0.528599999999642,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.8802000000000589,1.5845999999999094,0.8802000000000589
2021-05-09 04:21:00,0.4223999999976513,0.528599999999642,0.8802000000000589,0.33439999999814063,0.8802000000000589,0.378399999997896,0.8802000000000589,0.528599999999642,0.528599999999642,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.8802000000000589,1.5845999999999094,1.3203000000000884
2021-05-09 04:22:00,0.4223999999976513,0.528599999999642,0.8802000000000589,0.36079999999799384,0.8802000000000589,0.38719999999784704,0.8802000000000589,0.528599999999642,0.528599999999642,0.8802000000000589,1.3203000000000884,0.8802000000000589,0.8802000000000589,0.8802000000000589,1.5845999999999094,1.7604000000001179
2021-05-09 04:23:00,0.4223999999976513,0.528599999999642,0.8802000000000589,0.3431999999980917,0.8802000000000589,0.38719999999784704,0.8802000000000589,0.528599999999642,0.528599999999642,0.8802000000000589,1.3203000000000884,0.8802000000000589,0.8802000000000589,0.8802000000000589,1.5845999999999094,0.8802000000000589
2021-05-09 04:24:00,0.4223999999976513,0.528599999999642,0.8802000000000589,0.33439999999814063,0.8802000000000589,0.378399999997896,0.8802000000000589,0.528599999999642,0.528599999999642,0.8802000000000589,1.3203000000000884,0.8802000000000589,0.8802000000000589,0.8802000000000589,1.5845999999999094,0.8802000000000589
