timestamp,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16
2021-05-09 04:14:00,0.15839999999911925,0.17619999999988067,0.4401000000000295,0.1407999999992171,0.4401000000000295,0.14959999999916818,0.4401000000000295,0.17619999999988067,0.17619999999988067,0.4401000000000295,0.4401000000000295,0.4401000000000295,0.4401000000000295,0.4401000000000295,0.5281999999999698,0.4401000000000295
2021-05-09 04:15:00,0.2639999999985321,0.264299999999821,0.8802000000000589,0.2639999999985321,0.8802000000000589,0.2639999999985321,0.8802000000000589,0.264299999999821,0.264299999999821,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.7922999999999547,0.8802000000000589
2021-05-09 04:16:00,0.2111999999988257,0.264299999999821,0.4401000000000295,0.15839999999911925,0.4401000000000295,0.18479999999897245,0.4401000000000295,0.264299999999821,0.264299999999821,0.4401000000000295,0.4401000000000295,0.4401000000000295,0.4401000000000295,0.4401000000000295,0.7922999999999547,0.4401000000000295
2021-05-09 04:17:00,0.2639999999985321,0.264299999999821,0.8802000000000589,0.2639999999985321,0.8802000000000589,0.2639999999985321,0.8802000000000589,0.264299999999821,0.264299999999821,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.7922999999999547,0.8802000000000589
2021-05-09 04:18:00,0.2111999999988257,0.264299999999821,0.4401000000000295,0.15839999999911925,0.4401000000000295,0.18479999999897245,0.4401000000000295,0.264299999999821,0.264299999999821,0.4401000000000295,0.4401000000000295,0.4401000000000295,0.4401000000000295,0.4401000000000295,0.7922999999999547,0.4401000000000295
2021-05-09 04:19:00,0.2639999999985321,0.264299999999821,0.8802000000000589,0.2639999999985321,0.8802000000000589,0.2639999999985321,0.8802000000000589,0.264299999999821,0.264299999999821,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.7922999999999547,0.8802000000000589
2021-05-09 04:20:00,0.2111999999988257,0.264299999999821,0.4401000000000295,0.17599999999902138,0.4401000000000295,0.19359999999892352,0.4401000000000295,0.264299999999821,0.264299999999821,0.4401000000000295,0.4401000000000295,0.4401000000000295,0.4401000000000295,0.4401000000000295,0.7922999999999547,0.8802000000000589
2021-05-09 04:21:00,0.2639999999985321,0.264299999999821,0.8802000000000589,0.2815999999984342,0.8802000000000589,0.27279999999848314,0.8802000000000589,0.264299999999821,0.264299999999821,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.7922999999999547,1.3203000000000884
2021-05-09 04:22:00,0.2111999999988257,0.264299999999821,0.4401000000000295,0.15839999999911925,0.4401000000000295,0.18479999999897245,0.4401000000000295,0.264299999999821,0.264299999999821,0.4401000000000295,0.4401000000000295,0.4401000000000295,0.4401000000000295,0.4401000000000295,0.7922999999999547,0.4401000000000295
2021-05-09 04:23:00,0.2639999999985321,0.264299999999821,0.8802000000000589,0.2639999999985321,0.8802000000000589,0.2639999999985321,0.8802000000000589,0.264299999999821,0.264299999999821,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.8802000000000589,0.7922999999999547,0.8802000000000589
