Time (Sec);S11;S14;S26;S3;S38;S4;S40;S41;S42;S43;S44;S50;S51;S52;S8;S56;S57;
0.0;19160.0;19160.0;19160.0;19160.0;19159.9999;19160.0;19159.9999;19159.9999;19159.9999;19159.9999;19160.0;19160.0;19160.0;19160.0;19160.0;19159.9999;19160.0;
0.12666532678421022;19153.055999999997;19159.7759;19158.8799;19149.864000000005;19159.3599;19157.56000000001;19159.3599;19159.3599;19159.3599;19159.3599;19158.8799;19158.8799;19158.8799;19158.8799;19159.8958;19159.3599;19158.8799;
0.2266639869017538;19153.055999999997;19159.7759;19158.8799;19149.136000000006;19159.3599;19157.45600000001;19159.3599;19159.3599;19159.3599;19159.3599;19158.8799;19158.8799;19158.8799;19158.8799;19159.791699999998;19159.3599;19158.8799;
0.32666264701929737;19153.055999999997;19159.7759;19158.8799;19148.408000000007;19159.3599;19157.35200000001;19159.3599;19159.3599;19159.3599;19159.3599;19158.8799;19158.8799;19158.8799;19158.8799;19159.687599999997;19159.3599;19158.8799;
0.4266613071368409;19153.055999999997;19159.7759;19158.8799;19147.680000000008;19159.3599;19157.24800000001;19159.3599;19159.3599;19159.3599;19159.3599;19158.8799;19158.8799;19158.8799;19158.8799;19159.583499999997;19159.3599;19158.8799;
0.5266599672543845;19153.055999999997;19159.7759;19158.8799;19146.95200000001;19159.3599;19157.14400000001;19159.3599;19159.3599;19159.3599;19159.3599;19158.8799;19158.8799;19158.8799;19158.8799;19159.479399999997;19159.3599;19158.8799;
0.626658627371928;19153.055999999997;19159.7759;19158.8799;19146.22400000001;19159.3599;19157.04000000001;19159.3599;19159.3599;19159.3599;19159.3599;19158.8799;19158.8799;19158.8799;19158.8799;19159.375299999996;19159.3599;19158.8799;
0.7266572874894716;19153.055999999997;19159.7759;19158.8799;19145.49600000001;19159.3599;19156.936000000012;19159.3599;19159.3599;19159.3599;19159.3599;19158.8799;19158.8799;19158.8799;19158.8799;19159.271199999996;19159.3599;19158.8799;
0.8266559476070151;19153.055999999997;19159.7759;19158.8799;19144.76800000001;19159.3599;19156.832000000013;19159.3599;19159.3599;19159.3599;19159.3599;19158.8799;19158.8799;19158.8799;19158.8799;19159.167099999995;19159.3599;19158.8799;
0.9266546077245587;19153.055999999997;19159.7759;19158.8799;19144.04000000001;19159.3599;19156.728000000014;19159.3599;19159.3599;19159.3599;19159.3599;19158.8799;19158.8799;19158.8799;19158.8799;19159.062999999995;19159.3599;19158.8799;
